Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0368,rapat pelabuhan,Indonesian / Bahasa Indonesia,pelabuhan meeting/session,Pastikan pelabuhan rapat untuk elak kebocoran.,pastikan pelabuhan rapat untuk elak kebocoran,Ensure the pelabuhan is tight to prevent leaks.,Law & Public Administration,Malay / Bahasa Malaysia,pelabuhan tight/close,Rapat pelabuhan dijalankan secara hibrid.,rapat pelabuhan dijalankan secara hibrid,The pelabuhan meeting was held in hybrid mode,same_form_different_meaning,OK
FF0369,rapat penutup,Indonesian / Bahasa Indonesia,penutup meeting/session,Pastikan penutup rapat untuk elak kebocoran.,pastikan penutup rapat untuk elak kebocoran,Ensure the penutup is tight to prevent leaks.,Property & Infrastructure,Malay / Bahasa Malaysia,penutup tight/close,Rapat penutup dijalankan secara hibrid.,rapat penutup dijalankan secara hibrid,The penutup meeting was held in hybrid mode,same_form_different_meaning,OK
FF0370,rapat penyelidikan,Indonesian / Bahasa Indonesia,penyelidikan meeting/session,Pastikan penyelidikan rapat untuk elak kebocoran.,pastikan penyelidikan rapat untuk elak kebocoran,Ensure the penyelidikan is tight to prevent leaks.,Law & Public Administration,Malay / Bahasa Malaysia,penyelidikan tight/close,Rapat penyelidikan dijalankan secara hibrid.,rapat penyelidikan dijalankan secara hibrid,The penyelidikan meeting was held in hybrid mode,same_form_different_meaning,OK
FF0371,rapat perikanan,Indonesian / Bahasa Indonesia,perikanan meeting/session,Pastikan perikanan rapat untuk elak kebocoran.,pastikan perikanan rapat untuk elak kebocoran,Ensure the perikanan is tight to prevent leaks.,Law & Public Administration,Malay / Bahasa Malaysia,perikanan tight/close,Rapat perikanan dijalankan secara hibrid.,rapat perikanan dijalankan secara hibrid,The perikanan meeting was held in hybrid mode,same_form_different_meaning,OK
FF0372,rapat pintu,Indonesian / Bahasa Indonesia,pintu meeting/session,Pastikan pintu rapat untuk elak kebocoran.,pastikan pintu rapat untuk elak kebocoran,Ensure the pintu is tight to prevent leaks.,Property & Infrastructure,Malay / Bahasa Malaysia,pintu tight/close,Rapat pintu dijalankan secara hibrid.,rapat pintu dijalankan secara hibrid,The pintu meeting was held in hybrid mode,same_form_different_meaning,OK
FF0373,rapat projek,Indonesian / Bahasa Indonesia,projek meeting/session,Pastikan projek rapat untuk elak kebocoran.,pastikan projek rapat untuk elak kebocoran,Ensure the projek is tight to prevent leaks.,Law & Public Administration,Malay / Bahasa Malaysia,projek tight/close,Rapat projek dijalankan secara hibrid.,rapat projek dijalankan secara hibrid,The projek meeting was held in hybrid mode,same_form_different_meaning,OK
FF0374,rapat sambungan,Indonesian / Bahasa Indonesia,sambungan meeting/session,Pastikan sambungan rapat untuk elak kebocoran.,pastikan sambungan rapat untuk elak kebocoran,Ensure the sambungan is tight to prevent leaks.,Property & Infrastructure,Malay / Bahasa Malaysia,sambungan tight/close,Rapat sambungan dijalankan secara hibrid.,rapat sambungan dijalankan secara hibrid,The sambungan meeting was held in hybrid mode,same_form_different_meaning,OK
FF0375,rapat teknikal,Indonesian / Bahasa Indonesia,teknikal meeting/session,Pastikan teknikal rapat untuk elak kebocoran.,pastikan teknikal rapat untuk elak kebocoran,Ensure the teknikal is tight to prevent leaks.,Law & Public Administration,Malay / Bahasa Malaysia,teknikal tight/close,Rapat teknikal dijalankan secara hibrid.,rapat teknikal dijalankan secara hibrid,The teknikal meeting was held in hybrid mode,same_form_different_meaning,OK
FF0376,rasional,Indonesian / Bahasa Indonesia,rational (adj),Pendekatan itu rasional dan berasaskan bukti.,pendekatan itu rasional dan berasaskan bukti,The approach is rational and evidence-based.,Education & Research,Malay / Bahasa Malaysia,rationale (noun),Rasional keputusan itu dinyatakan jelas.,rasional keputusan itu dinyatakan jelas,The rationale for the decision was stated clearly,same_form_different_meaning,OK
FF0377,rasuah,Indonesian / Bahasa Indonesia,corruption,Pemberantasan rasuah jadi prioritas.,pemberantasan rasuah jadi prioritas,Fighting corruption is a priority.,Law & Public Administration,Malay / Bahasa Malaysia,bribe,Dia didakwa menerima rasuah.,dia didakwa menerima rasuah,He was charged with taking a bribe,same_form_different_meaning,OK
FF0378,rayuan,Indonesian / Bahasa Indonesia,flattery/seduction,Rayuannya hanya rayuan kosong untuk simpati.,rayuannya hanya rayuan kosong untuk simpati,His plea was just empty flattery.,Law & Public Administration,Malay / Bahasa Malaysia,appeal/petition (law),Rayuan terhadap keputusan itu diterima mahkamah.,rayuan terhadap keputusan itu diterima mahkamah,The appeal against the decision was accepted,same_form_different_meaning,OK
FF0379,rembesan,Indonesian / Bahasa Indonesia,infiltration/seepage,Rembesan air dari paip dibaiki.,rembesan air dari paip dibaiki,Water seepage from the pipe was fixed.,Medicine & Healthcare,Malay / Bahasa Malaysia,secretion,Rembesan hormon meningkat pada waktu malam.,rembesan hormon meningkat pada waktu malam,Hormone secretion increases at night,same_form_different_meaning,OK
FF0380,resapan,Indonesian / Bahasa Indonesia,absorption,Resapan air ke tanah dikaji.,resapan air ke tanah dikaji,Water absorption into soil is studied.,Science & Engineering,Malay / Bahasa Malaysia,diffusion,Resapan gas berlaku melalui membran.,resapan gas berlaku melalui membran,Gas diffusion occurs through the membrane,same_form_different_meaning,OK
FF0381,ribut,Indonesian / Bahasa Indonesia,stir/disturbance,Ribut di dewan reda selepas penjelasan.,ribut di dewan reda selepas penjelasan,The commotion in the hall subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,storm,Ribut tropika dijangka malam ini.,ribut tropika dijangka malam ini,A tropical storm is expected tonight,same_form_different_meaning,OK
FF0382,ribut dalaman,Indonesian / Bahasa Indonesia,commotion/uproar about dalaman,Ribut dalaman di mesyuarat reda selepas penjelasan.,ribut dalaman di mesyuarat reda selepas penjelasan,The dalaman commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,dalaman storm,Ribut dalaman dijangka melanda malam ini.,ribut dalaman dijangka melanda malam ini,A dalaman storm is expected tonight,same_form_different_meaning,OK
FF0383,ribut laut,Indonesian / Bahasa Indonesia,commotion/uproar about laut,Ribut laut di mesyuarat reda selepas penjelasan.,ribut laut di mesyuarat reda selepas penjelasan,The laut commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,laut storm,Ribut laut dijangka melanda malam ini.,ribut laut dijangka melanda malam ini,A laut storm is expected tonight,same_form_different_meaning,OK
FF0384,ribut media,Indonesian / Bahasa Indonesia,commotion/uproar about media,Ribut media di mesyuarat reda selepas penjelasan.,ribut media di mesyuarat reda selepas penjelasan,The media commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,media storm,Ribut media dijangka melanda malam ini.,ribut media dijangka melanda malam ini,A media storm is expected tonight,same_form_different_meaning,OK
FF0385,ribut pasaran,Indonesian / Bahasa Indonesia,commotion/uproar about pasaran,Ribut pasaran di mesyuarat reda selepas penjelasan.,ribut pasaran di mesyuarat reda selepas penjelasan,The pasaran commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,pasaran storm,Ribut pasaran dijangka melanda malam ini.,ribut pasaran dijangka melanda malam ini,A pasaran storm is expected tonight,same_form_different_meaning,OK
FF0386,ribut petir,Indonesian / Bahasa Indonesia,commotion/uproar about petir,Ribut petir di mesyuarat reda selepas penjelasan.,ribut petir di mesyuarat reda selepas penjelasan,The petir commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,petir storm,Ribut petir dijangka melanda malam ini.,ribut petir dijangka melanda malam ini,A petir storm is expected tonight,same_form_different_meaning,OK
FF0387,ribut politik,Indonesian / Bahasa Indonesia,commotion/uproar about politik,Ribut politik di mesyuarat reda selepas penjelasan.,ribut politik di mesyuarat reda selepas penjelasan,The politik commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,politik storm,Ribut politik dijangka melanda malam ini.,ribut politik dijangka melanda malam ini,A politik storm is expected tonight,same_form_different_meaning,OK
FF0388,ribut sosial,Indonesian / Bahasa Indonesia,commotion/uproar about sosial,Ribut sosial di mesyuarat reda selepas penjelasan.,ribut sosial di mesyuarat reda selepas penjelasan,The sosial commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,sosial storm,Ribut sosial dijangka melanda malam ini.,ribut sosial dijangka melanda malam ini,A sosial storm is expected tonight,same_form_different_meaning,OK
FF0389,ribut tropika,Indonesian / Bahasa Indonesia,commotion/uproar about tropika,Ribut tropika di mesyuarat reda selepas penjelasan.,ribut tropika di mesyuarat reda selepas penjelasan,The tropika commotion in the meeting subsided after clarification.,Maritime & Transport,Malay / Bahasa Malaysia,tropika storm,Ribut tropika dijangka melanda malam ini.,ribut tropika dijangka melanda malam ini,A tropika storm is expected tonight,same_form_different_meaning,OK
FF0390,riwayat,Indonesian / Bahasa Indonesia,history/tale,Riwayat hidup tokoh itu diterbitkan.,riwayat hidup tokoh itu diterbitkan,The figureâ€™s biography was published.,Education & Research,Malay / Bahasa Malaysia,narration/traditional account; hereditary story,Riwayat penyakit direkod dalam fail.,riwayat penyakit direkod dalam fail,Medical history is recorded in the file,same_form_different_meaning,OK
FF0491,rumah sakit,Indonesian / Bahasa Indonesia,hospital,Mangsa kecelakan itu dibawa ke rumah sakit.,mangsa kecelakan itu dibawa ke rumah sakit,The victim of the accident was taken to the hospital.,General,Malay / Bahasa Malaysia,sick house,Rumah itu terdedah kepada penyakit,rumah itu terdedah kepada penyakit,The house is susceptible to disease,same_form_different_meaning,OK
FF0391,saat,Indonesian / Bahasa Indonesia,moment; when/while,Saat itu kami menunggu hasil ujian.,saat itu kami menunggu hasil ujian,At that moment we waited for the test result.,Science & Engineering,Malay / Bahasa Malaysia,second (time unit),Masa tindak balas diukur dalam saat.,masa tindak balas diukur dalam saat,Response time is measured in seconds,same_form_different_meaning,OK
FF0392,sah,Indonesian / Bahasa Indonesia,officially recognized/accepted; true,Penunjukan itu sah secara resmi.,penunjukan itu sah secara resmi,The appointment was officially recognized.,Law & Public Administration,Malay / Bahasa Malaysia,valid/legitimate/lawful,Dokumen itu sah di sisi undang-undang.,dokumen itu sah di sisi undang-undang,The document is legally valid,same_form_different_meaning,OK
FF0393,sahih,Indonesian / Bahasa Indonesia,authentic/valid,Data sahih dikunci dalam rekod.,data sahih dikunci dalam rekod,Authentic data is locked in the records.,Law & Public Administration,Malay / Bahasa Malaysia,authoritative/authorized,Sumber sahih perlu dirujuk.,sumber sahih perlu dirujuk,Authoritative sources must be referenced,same_form_different_meaning,OK
FF0394,saman,Indonesian / Bahasa Indonesia,lawsuit/charge,Perusahaan mengajukan saman perdata.,perusahaan mengajukan saman perdata,The company filed a civil lawsuit.,Law & Public Administration,Malay / Bahasa Malaysia,summons/traffic ticket/fine,Dia kena saman trafik semalam.,dia kena saman trafik semalam,He got a traffic summons yesterday,same_form_different_meaning,OK
FF0395,sari kata,Indonesian / Bahasa Indonesia,synopsis/summary,Sari kata laporan itu ringkas.,sari kata laporan itu ringkas,The report synopsis is brief.,Media & IT,Malay / Bahasa Malaysia,subtitles/captions,Sari kata BM tersedia untuk filem itu.,sari kata bm tersedia untuk filem itu,Malay subtitles are available for that film,same_form_different_meaning,OK
FF0396,sarjana,Indonesian / Bahasa Indonesia,bachelorâ€™s degree; scholar,Ia lulus sebagai sarjana teknik.,ia lulus sebagai sarjana teknik,She graduated with a bachelorâ€™s degree in engineering.,Education & Research,Malay / Bahasa Malaysia,masterâ€™s degree,Dia menyambung pengajian sarjana di universiti.,dia menyambung pengajian sarjana di universiti,He continued a masterâ€™s program at university,same_form_different_meaning,OK
FF0397,sarjana data,Indonesian / Bahasa Indonesia,bachelor's degree in data,Dia lulus sarjana data tahun ini.,dia lulus sarjana data tahun ini,She graduated with a bachelorâ€™s in data this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in data,Dia ambil sarjana data di universiti.,dia ambil sarjana data di universiti,He is pursuing a masterâ€™s in data,same_form_different_meaning,OK
FF0398,sarjana ekonomi,Indonesian / Bahasa Indonesia,bachelor's degree in ekonomi,Dia lulus sarjana ekonomi tahun ini.,dia lulus sarjana ekonomi tahun ini,She graduated with a bachelorâ€™s in ekonomi this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in ekonomi,Dia ambil sarjana ekonomi di universiti.,dia ambil sarjana ekonomi di universiti,He is pursuing a masterâ€™s in ekonomi,same_form_different_meaning,OK
FF0399,sarjana kejuruteraan,Indonesian / Bahasa Indonesia,bachelor's degree in kejuruteraan,Dia lulus sarjana kejuruteraan tahun ini.,dia lulus sarjana kejuruteraan tahun ini,She graduated with a bachelorâ€™s in kejuruteraan this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in kejuruteraan,Dia ambil sarjana kejuruteraan di universiti.,dia ambil sarjana kejuruteraan di universiti,He is pursuing a masterâ€™s in kejuruteraan,same_form_different_meaning,OK
FF0400,sarjana komputer,Indonesian / Bahasa Indonesia,bachelor's degree in komputer,Dia lulus sarjana komputer tahun ini.,dia lulus sarjana komputer tahun ini,She graduated with a bachelorâ€™s in komputer this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in komputer,Dia ambil sarjana komputer di universiti.,dia ambil sarjana komputer di universiti,He is pursuing a masterâ€™s in komputer,same_form_different_meaning,OK
FF0401,sarjana perubatan,Indonesian / Bahasa Indonesia,bachelor's degree in perubatan,Dia lulus sarjana perubatan tahun ini.,dia lulus sarjana perubatan tahun ini,She graduated with a bachelorâ€™s in perubatan this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in perubatan,Dia ambil sarjana perubatan di universiti.,dia ambil sarjana perubatan di universiti,He is pursuing a masterâ€™s in perubatan,same_form_different_meaning,OK
FF0402,sarjana sains,Indonesian / Bahasa Indonesia,bachelor's degree in sains,Dia lulus sarjana sains tahun ini.,dia lulus sarjana sains tahun ini,She graduated with a bachelorâ€™s in sains this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in sains,Dia ambil sarjana sains di universiti.,dia ambil sarjana sains di universiti,He is pursuing a masterâ€™s in sains,same_form_different_meaning,OK
FF0403,sarjana undang-undang,Indonesian / Bahasa Indonesia,bachelor's degree in undang-undang,Dia lulus sarjana undang-undang tahun ini.,dia lulus sarjana undang-undang tahun ini,She graduated with a bachelorâ€™s in undang-undang this year.,Education & Research,Malay / Bahasa Malaysia,master's degree in undang-undang,Dia ambil sarjana undang-undang di universiti.,dia ambil sarjana undang-undang di universiti,He is pursuing a masterâ€™s in undang-undang,same_form_different_meaning,OK
FF0404,sarkas,Indonesian / Bahasa Indonesia,sarcasm,Kanak-kanak pergi ke sarkas hujung minggu.,kanak-kanak pergi ke sarkas hujung minggu,Children went to the circus on the weekend.,General/Operations,Malay / Bahasa Malaysia,circus,Sarkas dalam mesej itu menyinggung.,sarkas dalam mesej itu menyinggung,The sarcasm in that message offended,same_form_different_meaning,OK
FF0405,sederhana,Indonesian / Bahasa Indonesia,simple,Cuaca sederhana sepanjang minggu.,cuaca sederhana sepanjang minggu,The weather is moderate throughout the week.,General/Operations,Malay / Bahasa Malaysia,moderate,Reka bentuk itu sederhana tetapi efektif.,reka bentuk itu sederhana tetapi efektif,The design is simple but effective,same_form_different_meaning,OK
FF0406,sejuk,Indonesian / Bahasa Indonesia,cool (mildly cold),Air itu sejuk dan menyegarkan.,air itu sejuk dan menyegarkan,The water is cool and refreshing.,Science & Engineering,Malay / Bahasa Malaysia,cold (low temperature),Peti sejuk perlu diservis.,peti sejuk perlu diservis,The refrigerator needs servicing,same_form_different_meaning,OK
FF0407,sekat,Indonesian / Bahasa Indonesia,partition/bulkhead,Sekat api dipasang di koridor.,sekat api dipasang di koridor,A fire partition was installed in the corridor.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict,Polis buat sekat jalan di lebuh raya.,polis buat sekat jalan di lebuh raya,Police set up a roadblock on the highway,same_form_different_meaning,OK
FF0408,sekat air,Indonesian / Bahasa Indonesia,air partition/barrier,Sekat air dipasang mengikut kod bangunan.,sekat air dipasang mengikut kod bangunan,A air barrier was installed per building code.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict air,Pihak berkuasa sekat air di sistem.,pihak berkuasa sekat air di sistem,Authorities blocked air in the system,same_form_different_meaning,OK
FF0409,sekat akses,Indonesian / Bahasa Indonesia,akses partition/barrier,Sekat akses dipasang mengikut kod bangunan.,sekat akses dipasang mengikut kod bangunan,A akses barrier was installed per building code.,Information Technology,Malay / Bahasa Malaysia,to block/restrict akses,Pihak berkuasa sekat akses di sistem.,pihak berkuasa sekat akses di sistem,Authorities blocked akses in the system,same_form_different_meaning,OK
FF0410,sekat aliran,Indonesian / Bahasa Indonesia,aliran partition/barrier,Sekat aliran dipasang mengikut kod bangunan.,sekat aliran dipasang mengikut kod bangunan,A aliran barrier was installed per building code.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict aliran,Pihak berkuasa sekat aliran di sistem.,pihak berkuasa sekat aliran di sistem,Authorities blocked aliran in the system,same_form_different_meaning,OK
FF0411,sekat api,Indonesian / Bahasa Indonesia,api partition/barrier,Sekat api dipasang mengikut kod bangunan.,sekat api dipasang mengikut kod bangunan,A api barrier was installed per building code.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict api,Pihak berkuasa sekat api di sistem.,pihak berkuasa sekat api di sistem,Authorities blocked api in the system,same_form_different_meaning,OK
FF0412,sekat bunyi,Indonesian / Bahasa Indonesia,bunyi partition/barrier,Sekat bunyi dipasang mengikut kod bangunan.,sekat bunyi dipasang mengikut kod bangunan,A bunyi barrier was installed per building code.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict bunyi,Pihak berkuasa sekat bunyi di sistem.,pihak berkuasa sekat bunyi di sistem,Authorities blocked bunyi in the system,same_form_different_meaning,OK
FF0413,sekat habuk,Indonesian / Bahasa Indonesia,habuk partition/barrier,Sekat habuk dipasang mengikut kod bangunan.,sekat habuk dipasang mengikut kod bangunan,A habuk barrier was installed per building code.,Property & Infrastructure,Malay / Bahasa Malaysia,to block/restrict habuk,Pihak berkuasa sekat habuk di sistem.,pihak berkuasa sekat habuk di sistem,Authorities blocked habuk in the system,same_form_different_meaning,OK
FF0414,sekat jalan,Indonesian / Bahasa Indonesia,jalan partition/barrier,Sekat jalan dipasang mengikut kod bangunan.,sekat jalan dipasang mengikut kod bangunan,A jalan barrier was installed per building code.,Information Technology,Malay / Bahasa Malaysia,to block/restrict jalan,Pihak berkuasa sekat jalan di sistem.,pihak berkuasa sekat jalan di sistem,Authorities blocked jalan in the system,same_form_different_meaning,OK
FF0415,sekat rangkaian,Indonesian / Bahasa Indonesia,rangkaian partition/barrier,Sekat rangkaian dipasang mengikut kod bangunan.,sekat rangkaian dipasang mengikut kod bangunan,A rangkaian barrier was installed per building code.,Information Technology,Malay / Bahasa Malaysia,to block/restrict rangkaian,Pihak berkuasa sekat rangkaian di sistem.,pihak berkuasa sekat rangkaian di sistem,Authorities blocked rangkaian in the system,same_form_different_meaning,OK
FF0416,sekat spam,Indonesian / Bahasa Indonesia,spam partition/barrier,Sekat spam dipasang mengikut kod bangunan.,sekat spam dipasang mengikut kod bangunan,A spam barrier was installed per building code.,Information Technology,Malay / Bahasa Malaysia,to block/restrict spam,Pihak berkuasa sekat spam di sistem.,pihak berkuasa sekat spam di sistem,Authorities blocked spam in the system,same_form_different_meaning,OK
FF0417,sekat virus,Indonesian / Bahasa Indonesia,virus partition/barrier,Sekat virus dipasang mengikut kod bangunan.,sekat virus dipasang mengikut kod bangunan,A virus barrier was installed per building code.,Information Technology,Malay / Bahasa Malaysia,to block/restrict virus,Pihak berkuasa sekat virus di sistem.,pihak berkuasa sekat virus di sistem,Authorities blocked virus in the system,same_form_different_meaning,OK
FF0418,sekolah tinggi,Indonesian / Bahasa Indonesia,hogeschool (historical),Ia belajar di sekolah tinggi (hogeschool) pada era kolonial.,ia belajar di sekolah tinggi hogeschool pada era kolonial,He studied at a hogeschool in the colonial era.,Education & Research,Malay / Bahasa Malaysia,high school/secondary school,Anak saya masuk sekolah tinggi tahun depan.,anak saya masuk sekolah tinggi tahun depan,My child will enter high school next year,same_form_different_meaning,OK
FF0419,sekuriti,Indonesian / Bahasa Indonesia,security guard/service (organization),Sekuriti investasi itu diperdagangkan di bursa.,sekuriti investasi itu diperdagangkan di bursa,That investment security is traded on the exchange.,Public Safety & Enforcement,Malay / Bahasa Malaysia,security (condition; financial security),Sekuriti bangunan memeriksa pas masuk.,sekuriti bangunan memeriksa pas masuk,Building security checked the entry pass,same_form_different_meaning,OK
FF0420,sekuriti acara,Indonesian / Bahasa Indonesia,acara security service/guard,Sekuriti acara dinilai oleh pelabur.,sekuriti acara dinilai oleh pelabur,acara security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,acara security (financial/condition),Sekuriti acara mengetatkan pemeriksaan.,sekuriti acara mengetatkan pemeriksaan,acara security tightened checks,same_form_different_meaning,OK
FF0421,sekuriti aset,Indonesian / Bahasa Indonesia,aset security service/guard,Sekuriti aset dinilai oleh pelabur.,sekuriti aset dinilai oleh pelabur,aset security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,aset security (financial/condition),Sekuriti aset mengetatkan pemeriksaan.,sekuriti aset mengetatkan pemeriksaan,aset security tightened checks,same_form_different_meaning,OK
FF0422,sekuriti bangunan,Indonesian / Bahasa Indonesia,bangunan security service/guard,Sekuriti bangunan dinilai oleh pelabur.,sekuriti bangunan dinilai oleh pelabur,bangunan security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,bangunan security (financial/condition),Sekuriti bangunan mengetatkan pemeriksaan.,sekuriti bangunan mengetatkan pemeriksaan,bangunan security tightened checks,same_form_different_meaning,OK
FF0423,sekuriti bon,Indonesian / Bahasa Indonesia,bon security service/guard,Sekuriti bon dinilai oleh pelabur.,sekuriti bon dinilai oleh pelabur,bon security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,bon security (financial/condition),Sekuriti bon mengetatkan pemeriksaan.,sekuriti bon mengetatkan pemeriksaan,bon security tightened checks,same_form_different_meaning,OK
FF0424,sekuriti kampus,Indonesian / Bahasa Indonesia,kampus security service/guard,Sekuriti kampus dinilai oleh pelabur.,sekuriti kampus dinilai oleh pelabur,kampus security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,kampus security (financial/condition),Sekuriti kampus mengetatkan pemeriksaan.,sekuriti kampus mengetatkan pemeriksaan,kampus security tightened checks,same_form_different_meaning,OK
FF0425,sekuriti lapangan terbang,Indonesian / Bahasa Indonesia,lapangan terbang security service/guard,Sekuriti lapangan terbang dinilai oleh pelabur.,sekuriti lapangan terbang dinilai oleh pelabur,lapangan terbang security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,lapangan terbang security (financial/condition),Sekuriti lapangan terbang mengetatkan pemeriksaan.,sekuriti lapangan terbang mengetatkan pemeriksaan,lapangan terbang security tightened checks,same_form_different_meaning,OK
FF0426,sekuriti pasaran,Indonesian / Bahasa Indonesia,pasaran security service/guard,Sekuriti pasaran dinilai oleh pelabur.,sekuriti pasaran dinilai oleh pelabur,pasaran security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,pasaran security (financial/condition),Sekuriti pasaran mengetatkan pemeriksaan.,sekuriti pasaran mengetatkan pemeriksaan,pasaran security tightened checks,same_form_different_meaning,OK
FF0427,sekuriti pelabuhan,Indonesian / Bahasa Indonesia,pelabuhan security service/guard,Sekuriti pelabuhan dinilai oleh pelabur.,sekuriti pelabuhan dinilai oleh pelabur,pelabuhan security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,pelabuhan security (financial/condition),Sekuriti pelabuhan mengetatkan pemeriksaan.,sekuriti pelabuhan mengetatkan pemeriksaan,pelabuhan security tightened checks,same_form_different_meaning,OK
FF0428,sekuriti saham,Indonesian / Bahasa Indonesia,saham security service/guard,Sekuriti saham dinilai oleh pelabur.,sekuriti saham dinilai oleh pelabur,saham security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,saham security (financial/condition),Sekuriti saham mengetatkan pemeriksaan.,sekuriti saham mengetatkan pemeriksaan,saham security tightened checks,same_form_different_meaning,OK
FF0429,sekuriti tapak,Indonesian / Bahasa Indonesia,tapak security service/guard,Sekuriti tapak dinilai oleh pelabur.,sekuriti tapak dinilai oleh pelabur,tapak security was evaluated by investors.,Public Safety & Enforcement,Malay / Bahasa Malaysia,tapak security (financial/condition),Sekuriti tapak mengetatkan pemeriksaan.,sekuriti tapak mengetatkan pemeriksaan,tapak security tightened checks,same_form_different_meaning,OK
FF0430,semalam,Indonesian / Bahasa Indonesia,last night,Semalam malam hujan lebat.,semalam malam hujan lebat,Last night it rained heavily.,General (time),Malay / Bahasa Malaysia,yesterday,Semalam saya hantar sampel ke makmal.,semalam saya hantar sampel ke makmal,Yesterday I sent samples to the lab,same_form_different_meaning,OK
FF0431,senang,Indonesian / Bahasa Indonesia,happy/pleased,Saya senang mendengar kabar itu.,saya senang mendengar kabar itu,Iâ€™m happy to hear that news.,General,Malay / Bahasa Malaysia,easy,Soalan ini senang untuk dijawab.,soalan ini senang untuk dijawab,This question is easy to answer,same_form_different_meaning,OK
FF0493,senduk,Indonesian / Bahasa Indonesia,spoon,Dia makan menggunakan senduk.,dia makan menggunakan senduk,He eats using a spoon.,General,Malay / Bahasa Malaysia,ladle,Dia menggunakan senduk untuk menghidangkan sup.,dia menggunakan senduk untuk menghidangkan sup,She used a ladle to serve the soup.,same_form_different_meaning,OK
FF0432,seronok,Indonesian / Bahasa Indonesia,Indecent / Vulgar,Pakaian itu dianggap seronok.,pakaian itu dianggap seronok,That outfit is considered indecent/lewd.,General,Malay / Bahasa Malaysia,Fun / enjoyable,Dia sangat seronok ketika bermain.,dia sangat seronok ketika bermain,He had a lot of fun while playing.,same_form_different_meaning,OK
FF0433,siap,Indonesian / Bahasa Indonesia,ready,Tim siap menghadapi inspeksi.,tim siap menghadapi inspeksi,The team is ready for inspection.,Operations,Malay / Bahasa Malaysia,done/finished,Laporan audit sudah siap.,laporan audit sudah siap,The audit report is done,same_form_different_meaning,OK
FF0434,siasat,Indonesian / Bahasa Indonesia,tactic/strategy (prevailing in ID),Mereka siasat strategi kampanye.,mereka siasat strategi kampanye,They devised campaign tactics.,Law & Public Administration,Malay / Bahasa Malaysia,investigation/inquiry,Polis siasat kes penipuan.,polis siasat kes penipuan,Police investigated the fraud case,same_form_different_meaning,OK
FF0435,stadium,Indonesian / Bahasa Indonesia,stage/phase (disease),Kanser itu pada stadium awal.,kanser itu pada stadium awal,The cancer is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,stadium (sports venue),Stadium nasional dipenuhi penyokong.,stadium nasional dipenuhi penyokong,The national stadium was full of supporters,same_form_different_meaning,OK
FF0436,stadium COVID-19,Indonesian / Bahasa Indonesia,stage/phase of COVID-19,Covid-19 berada pada stadium awal.,covid-19 berada pada stadium awal,COVID-19 is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to COVID-19 (e.g., campaign/event)",Kempen kesedaran COVID-19 diadakan di stadium utama.,kempen kesedaran covid-19 diadakan di stadium utama,A COVID-19 awareness campaign was held in the main stadium,same_form_different_meaning,OK
